asin,main_category,category,description,brand,imageURLHighRes
B00005N7SH,Pets Animals, Pets Animals,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/61UT84DQI%2BL.jpg
B00005N7XO,Arts Music Photography, Arts Music Photography Music,Opera News provides news and reviews of opera performances from around the world Plus in depth interviews with operas power players and insightful reviews of recordings videos and books ,Metropolitan Opera Guild,https://images-na.ssl-images-amazon.com/images/I/5120IefwFxL.jpg
B00005N7TH,Fashion Style, Fashion Style Women,Go behind the runways with W and sit front row at the worlds hottest shows to get the first looks at the most fabulous fashion In each issue of W youll discover fashion that is elegant opulent and colorful plus people parties and Hollywood all like youve never seen them before And with your subscription youll get the must have super sized Spring and Fall Fashion Issues!,Cond Nast Publications,https://images-na.ssl-images-amazon.com/images/I/51V9BN104ML.jpg
B00005N7QH,Cooking Food Wine, Cooking Food Wine Recipes Techniques,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/5169VXnG5IL.jpg
B00005N7WP,Parenting Families, Parenting Families Parenting,FIT PREGNANCY offers safe state of the art information on exercise nutrition healthcare and fitness for new and impending mothers Editorial coverage includes articles on pre and postnatal exercise and nutrition as well as sexuality psychology family fashion and beauty It is a how to source on maternity and postpartum health and fitness ,Weider Publications Inc.,https://images-na.ssl-images-amazon.com/images/I/51g0st41YjL.jpg
B00005N7WM,Sports Recreation Outdoors, Sports Recreation Outdoors Sports Leisure Hunting Firearms,How to seasonal editorial and tournaments for the avid crappie fisherman ,American Angler Publications Inc.,https://images-na.ssl-images-amazon.com/images/I/613gP3u-AiL.jpg
B00005N7VO,Professional Educational Journals, Professional Educational Journals Professional Trade Arts Performing Arts,Dance Spirit beats to the pulse of the teen dance world The hottest up and coming dancers fashion training and technique advice plus health fitness ,Dance Media LLC,https://images-na.ssl-images-amazon.com/images/I/61GRYVvaSqL.jpg
B00005N7XN,Travel City Regional, Travel City Regional United States South,Orlando Magazine is edited to reflect the lifestyle and interests of an educated urban oriented audience which poses both the income and the inclination to indulge in a diverse range of pursuits It features the writers and photographers of the region ,Morris Visitor Publications LLC,https://images-na.ssl-images-amazon.com/images/I/61bQj9g0y9L.jpg
B00005N7UW,Travel City Regional, Travel City Regional United States Northeast,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/5103uvhU1TL.jpg
B00005N7UM,Travel City Regional, Travel City Regional United States South,Texas Parks amp Wildlife uses words and images to inspire and educate readers and encourage understanding enjoyment and conservation of Texas natural and cultural resources ,Texas Parks Wildlife,https://images-na.ssl-images-amazon.com/images/I/61n8L8rhZyL.jpg
B00005N7SL,Cooking Food Wine, Cooking Food Wine Recipes Techniques,This magazine is edited for people interested in food It explores the authentic cuisines of the world tracks recipes and ingredients to their places of origin and illuminates their history traditions and local flavors It includes all aspects of the world of food including eating cooking and reading In addition it contains informative news about the latest in culinary trends kitchen tips and techniques and a calendar of culinary events ,Bonnier Corporation,https://images-na.ssl-images-amazon.com/images/I/51m3PhssW%2BL.jpg
B00005N7SE,Womens Interest, Womens Interest Bridal Weddings,Americas #1 Crochet Magazine Filled with easy to follow instructions for crocheted fashions pillows potholders afghans coverlets bridal gowns dollies and more Its no wonder Americas crochet artists turn to Quick Easy Crochet Refresh your enthusiasm for this wonderful craft and learn new techniques to add to your repertoire ,Grass Roots Publishing Co. Inc.,https://images-na.ssl-images-amazon.com/images/I/51TFOHp-zgL.jpg
B00005N7UB,Business Investing, Business Investing Business Management,The aim of Strategy Business is to challenge old assumptions not by telling CEOs what to think but by laying out an agenda covering which issues are worthy of thought The articles will be practical but will also nudge prod and provoke They will be required reading for leaders ,Strategy Business,https://images-na.ssl-images-amazon.com/images/I/51G4EN0Z3SL.jpg
B00005N7QJ,Professional Educational Journals, Professional Educational Journals Professional Trade Humanities Social Sciences Religion Spirituality,True first person stories by everyday people and well known celebrities Youll be moved and inspired by their heartwarming stories of hope and courage ,Guideposts Associates Inc.,https://images-na.ssl-images-amazon.com/images/I/51v-I1zor7L.jpg
B00005N7XS,Fashion Style, Fashion Style Women,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/61JA4LBGftL.jpg
B00005N7TN,Crafts Hobbies, Crafts Hobbies Woodworking,WOODWORKERS JOURNAL is designed for all woodworkers (from hobbyists to professionals) looking for new project ideas woodworking techniques and shop jigs and tips that will enhance their time in the shop Projects are presented in a detailed step by step format with photos and illustrations A full size pattern is inserted in the middle of each issue Departments cover joinery finishing products techniques and hardware ,Rockler Press Inc,https://images-na.ssl-images-amazon.com/images/I/51GvT%2BiyLnL.jpg
B00005N7UK,Crafts Hobbies, Crafts Hobbies Remote Control Vehicles,Model Airplane News is written for enthusiasts who truly enjoy the sport R C model airplanes Published since 1929 the monthly magazine includes features on construction and design how to techniques comprehensive evaluations contests tips on building and flying articles on electronics and full scale aviation ,AirAge Publishing,https://images-na.ssl-images-amazon.com/images/I/51yMJT4plJL.jpg
B00005N7QC,Fashion Style, Fashion Style Women,Glamour gives you the best hair and beauty tips that work for your face our popular fashion workbook geared for your shape and your budget the real scoop on all your relationship and sex questions plus monthly horoscopes and important health and diet news And your favorite Dos and hilarious Donts!,Conde Nast Publications,https://images-na.ssl-images-amazon.com/images/I/51ueiJz363L.jpg
B00005N7R6,Business Investing, Business Investing Investing,Kiplingers Retirement Report provides authoritative help to plan and enjoy a worry free retirement Every month youll find dozens of practical strategies to help grow your retirement savings make your money last in retirement find the best mutual and bond funds get the best rates on U S Treasuries CDs and money market funds maximize Social Security and Medicare benefits create a comprehensive estate plan reduce health care and insurance costs minimize taxes find the best travel deals discover great second career opportunities and much more ,Kiplinger Washington Editors,https://images-na.ssl-images-amazon.com/images/I/51ND054B3EL.jpg
